,sadness,joy,love,anger,fear,surprise
score,0.060518525540828705,0.09302578866481781,0.23459017276763916,0.6021050810813904,0.008288491517305374,0.0014719913015142083
score,0.008826935663819313,0.01508396491408348,0.005069622304290533,0.9517698287963867,0.017463287338614464,0.0017864210531115532
score,0.010128970257937908,0.1135728657245636,0.003090054262429476,0.8428164720535278,0.029046963900327682,0.001344755059108138
score,0.0008763563819229603,0.0004889242700301111,0.0002875486097764224,0.002514916704967618,0.9951594471931458,0.0006727060535922647
score,0.004683966748416424,0.9763892292976379,0.002370918169617653,0.011407081969082355,0.0045388261787593365,0.0006100317114032805
score,0.0052294423803687096,0.9190229177474976,0.0015934022376313806,0.053316958248615265,0.012029290199279785,0.00880792923271656
score,0.005278849508613348,0.006060975603759289,0.0014322521165013313,0.9803511500358582,0.006261601112782955,0.0006151500856503844
score,0.0020870675798505545,0.0005104443989694118,0.00047180347610265017,0.9958951473236084,0.0006986354710534215,0.00033698117476888
score,0.007930266670882702,0.014556962065398693,0.0011254751589149237,0.3815910816192627,0.5928522348403931,0.001943925628438592
score,0.36045706272125244,0.07142779976129532,0.0044578006491065025,0.34291720390319824,0.21262677013874054,0.00811328087002039
score,0.07534004747867584,0.43615397810935974,0.018305940553545952,0.42494645714759827,0.03686869516968727,0.008384929969906807
score,0.011526094749569893,0.9368946552276611,0.004469092004001141,0.035402536392211914,0.010682390071451664,0.0010252536740154028
score,0.0009318338125012815,0.0007518079946748912,0.00048553914530202746,0.9956287145614624,0.0020111165940761566,0.00019094104936812073
score,0.01868915930390358,0.0007883229409344494,0.00042847622535191476,0.97803795337677,0.0017361125210300088,0.0003199036873411387
score,0.00634001987054944,0.028082653880119324,0.0019198342924937606,0.958463191986084,0.00444231741130352,0.0007519533974118531
score,0.4547388255596161,0.017072098329663277,0.0009747762233018875,0.5146617889404297,0.010594364255666733,0.0019582787062972784
score,0.034759849309921265,0.30040737986564636,0.005955556407570839,0.6419500112533569,0.015547603368759155,0.0013795216800644994
score,0.005845308303833008,0.01965167373418808,0.0020049146842211485,0.9641563892364502,0.0076589565724134445,0.0006828003097325563
score,0.00460558058694005,0.0013846828369423747,0.0008768925908952951,0.9920333027839661,0.000911780574824661,0.00018777088553179055
score,0.0003936092252843082,0.0004342634347267449,0.0002537591790314764,0.9971984624862671,0.0014861257513985038,0.0002337330806767568
score,0.0019023024942725897,0.0004133691836614162,0.00028046590159647167,0.9965856075286865,0.0006266248528845608,0.00019154643814545125
score,0.009919638745486736,0.6944447755813599,0.002440421376377344,0.024256806820631027,0.26160669326782227,0.007331686560064554
score,0.016214080154895782,0.8849827647209167,0.002520717913284898,0.008639780804514885,0.08623252063989639,0.001410211785696447
score,0.02125166356563568,0.06676142662763596,0.003083149204030633,0.8672371506690979,0.0405050627887249,0.0011616292176768184
score,0.005843553692102432,0.010756846517324448,0.0012202141806483269,0.7665897607803345,0.2145269513130188,0.0010626506991684437
score,0.9396189451217651,0.0009669276769272983,0.000407354295020923,0.055974092334508896,0.002531125210225582,0.0005015653441660106
score,0.004806593060493469,0.003749846015125513,0.0007720401627011597,0.8809050917625427,0.10886458307504654,0.0009019137942232192
score,0.028673524037003517,0.16825824975967407,0.00410267012193799,0.7779726386070251,0.019578414037823677,0.0014145899331197143
score,0.003496625693514943,0.013066633604466915,0.0006978024612180889,0.9618116021156311,0.020021870732307434,0.0009055508417077363
score,0.0021846990566700697,0.0020572817884385586,0.0005993909435346723,0.9926643967628479,0.002108532004058361,0.0003857817209791392
score,0.037948716431856155,0.007885203696787357,0.0011518141254782677,0.9249833226203918,0.02735760807991028,0.0006733558839187026
score,0.058494675904512405,0.008868603967130184,0.0017300039762631059,0.9257938861846924,0.003689316799864173,0.0014234546106308699
score,0.0012541132746264338,0.9842475652694702,0.0011168678756803274,0.008574776351451874,0.0017757085151970387,0.0030309308785945177
score,0.9961326122283936,0.0003417801344767213,0.00020796674652956426,0.002750143874436617,0.00037310694460757077,0.00019449407409410924
score,0.001463224645704031,0.0023103824350982904,0.0005455020000226796,0.9791344404220581,0.016009902581572533,0.0005365643301047385
score,0.0005118533736094832,0.0008441720274277031,0.0003222345549147576,0.9955077171325684,0.002324937144294381,0.0004890452255494893
score,0.007799569517374039,0.18323376774787903,0.002807361539453268,0.7952724099159241,0.008901629596948624,0.0019852686673402786
score,0.010914256796240807,0.006468195002526045,0.0008687263471074402,0.9774808883666992,0.0037641064263880253,0.0005038554663769901
score,0.9945145845413208,0.00038230474456213415,0.0002294132427778095,0.004326649010181427,0.00039387939614243805,0.00015313013864215463
score,0.01964505761861801,0.5422979593276978,0.0041598305106163025,0.057578518986701965,0.36892664432525635,0.007391975261271
score,0.017741292715072632,0.8544589281082153,0.003720261389389634,0.11574055999517441,0.0068247634917497635,0.0015142570482566953
score,0.01512947492301464,0.008533366955816746,0.0009407296893186867,0.9668825268745422,0.008066880516707897,0.0004469851264730096
score,0.004388804547488689,0.9839450716972351,0.0012159609468653798,0.007425266318023205,0.0021623382344841957,0.0008625168120488524
score,0.0004186949518043548,0.9977262616157532,0.00043641190859489143,0.0003187846450600773,0.00022801333398092538,0.0008718998869881034
score,0.008157704025506973,0.003625213634222746,0.0013294826494529843,0.48904913663864136,0.4958048164844513,0.0020336282905191183
score,0.08603017777204514,0.8035771250724792,0.004646318033337593,0.08107752352952957,0.020472129806876183,0.004196830093860626
score,0.0019949788693338633,0.0026218413840979338,0.0003062461328227073,0.01699206978082657,0.9749451279640198,0.0031397759448736906
score,0.06675560772418976,0.005536137148737907,0.0008149208733811975,0.9204155206680298,0.005742037668824196,0.0007358359871432185
score,0.0009626383543945849,0.0031170006841421127,0.00042304053204134107,0.9855006337165833,0.009607312269508839,0.0003893671091645956
score,0.0004969560541212559,0.0004891921998932958,0.00026745308423414826,0.9948234558105469,0.00374465505592525,0.0001782304752850905
score,0.006216776557266712,0.0009680060902610421,0.00028266821755096316,0.9850930571556091,0.007164748851209879,0.0002747899270616472
score,0.0018567488295957446,0.0029526068828999996,0.0004847463278565556,0.9837425947189331,0.010572672821581364,0.00039063734584487975
score,0.004815686494112015,0.028692809864878654,0.0012906044721603394,0.8852724432945251,0.07408641278743744,0.005842120852321386
score,0.0012819202383980155,0.0005799405043944716,0.00023892312310636044,0.9926894307136536,0.005004997830837965,0.00020481640240177512
score,0.005574055947363377,0.015617395751178265,0.0009084664634428918,0.853385865688324,0.12288002669811249,0.0016341179143637419
score,0.031312428414821625,0.003004393307492137,0.0006315778009593487,0.9334182143211365,0.031153809279203415,0.00047954791807569563
score,0.005773182027041912,0.004955070558935404,0.0005528827314265072,0.9741108417510986,0.01420755498111248,0.00040047845686785877
score,0.03330278396606445,0.002785894786939025,0.0006589699187316,0.9556093215942383,0.007148046046495438,0.0004949283320456743
score,0.0022401867900043726,0.9910067915916443,0.0010174969211220741,0.002827300922945142,0.0016189183807000518,0.0012892147060483694
score,0.010579770430922508,0.1270354688167572,0.0036620672326534986,0.8470268845558167,0.010205280967056751,0.0014904729323461652
score,0.044126544147729874,0.46135300397872925,0.003950419370085001,0.3806789219379425,0.10503765940666199,0.004853511229157448
score,0.020965564996004105,0.004209266975522041,0.0008718260796740651,0.9506405591964722,0.0227515809237957,0.0005612093955278397
score,0.04115225374698639,0.08220228552818298,0.006153542548418045,0.6842231154441833,0.18080681562423706,0.005462019704282284
score,0.008052867837250233,0.00572985177859664,0.00047799196909181774,0.9790359139442444,0.0062155029736459255,0.000487878336571157
score,0.002889030845835805,0.02802385576069355,0.0031275954097509384,0.9554761052131653,0.008547675795853138,0.0019357545534148812
score,0.04542679339647293,0.1305440068244934,0.003438385669142008,0.6972121000289917,0.11948008835315704,0.0038985933642834425
score,0.0026987073943018913,0.0023373449221253395,0.0004928565467707813,0.9834660887718201,0.010623256675899029,0.00038157255039550364
score,0.09752578288316727,0.006020807661116123,0.000775083084590733,0.8590240478515625,0.03554241359233856,0.0011117788963019848
score,0.0007129805162549019,0.0006054909899830818,0.0002686837106011808,0.9931216835975647,0.004986108280718327,0.00030507499468512833
score,0.024096041917800903,0.004942695144563913,0.0008114425581879914,0.49210456013679504,0.476574182510376,0.0014710180694237351
score,0.005358027294278145,0.004196579568088055,0.0006504027987830341,0.02451290376484394,0.9639333486557007,0.001348694320768118
score,0.025824885815382004,0.2755277454853058,0.006060189567506313,0.5943479537963867,0.0910780131816864,0.007161168847233057
score,0.003098886227235198,0.0011759881163015962,0.00026360509218648076,0.9806703329086304,0.014563087373971939,0.0002280905027873814
score,0.000461418618215248,0.00030413284548558295,0.00020374939776957035,0.997787356376648,0.0010606616269797087,0.00018265476683154702
score,0.005100881215184927,0.010109400376677513,0.0012089248048141599,0.6308859586715698,0.3504507839679718,0.0022440121974796057
score,0.0010199504904448986,0.0004148772859480232,0.0002555662940721959,0.996651828289032,0.0014428339200094342,0.00021493232634384185
score,0.033564288169145584,0.01846999116241932,0.0013263252330943942,0.9003586173057556,0.04525604471564293,0.0010246634483337402
score,0.08532397449016571,0.05947559326887131,0.0021502210292965174,0.7518398761749268,0.09947534650564194,0.0017349536065012217
score,0.003502612467855215,0.002966933185234666,0.0007412538980133832,0.6102574467658997,0.37990373373031616,0.002628026995807886
score,0.10707423090934753,0.006058624479919672,0.0010067340917885303,0.8736954927444458,0.011288993060588837,0.0008758719195611775
score,0.0069822706282138824,0.0025693702045828104,0.00041907571721822023,0.9865102171897888,0.0032743567135185003,0.00024467872572131455
score,0.0005726889939978719,0.0006711599417030811,0.00026169526972807944,0.9973135590553284,0.000996885122731328,0.00018401324632577598
score,0.006586858537048101,0.0030492376536130905,0.0010319637367501855,0.9839686155319214,0.005075219087302685,0.0002880612446460873
score,0.03932453319430351,0.005308602005243301,0.0008412089082412422,0.06997594982385635,0.8827935457229614,0.0017561542335897684
score,0.01648809015750885,0.0009347955347038805,0.0005414775223471224,0.9805851578712463,0.001099623623304069,0.00035076955100521445
score,0.0024283556267619133,0.892208993434906,0.0021119057200849056,0.09600355476140976,0.004910442512482405,0.0023367549292743206
score,0.004621944855898619,0.7143411040306091,0.23197783529758453,0.04605069383978844,0.0014490113826468587,0.0015594752039760351
score,0.01673799939453602,0.23684830963611603,0.0028891488909721375,0.1407872587442398,0.6001238226890564,0.0026134687941521406
score,0.0008845762931741774,0.0002655366843100637,0.00014757820463273674,0.9975020289421082,0.0010668424656614661,0.0001333801046712324
score,0.0021523612085729837,0.0014820694923400879,0.0005143246380612254,0.9943159222602844,0.0011568267364054918,0.0003784546279348433
score,0.017786746844649315,0.00591418007388711,0.0009482615860179067,0.9550935626029968,0.019360044971108437,0.0008971947245299816
score,0.8991017937660217,0.04638651758432388,0.0021173087880015373,0.0365430973470211,0.014657492749392986,0.0011937738163396716
score,0.009751259349286556,0.008057489059865475,0.0011585684260353446,0.4966258108615875,0.48205509781837463,0.002351758535951376
score,0.016299720853567123,0.0010533375898376107,0.0004610043251886964,0.9721696376800537,0.00954135600477457,0.0004749102517962456
score,0.045176491141319275,0.10016118735074997,0.006127008702605963,0.8068923950195312,0.038414109498262405,0.0032289132941514254
score,0.020588340237736702,0.17748187482357025,0.005160616245120764,0.7754783034324646,0.018311576917767525,0.0029793321155011654
score,0.0010527765844017267,0.00045144400792196393,0.00021052577358204871,0.995631217956543,0.002479300834238529,0.00017487637524027377
score,0.0004500170180108398,0.9974172115325928,0.0004065917746629566,0.0004031841817777604,0.000320315157296136,0.001002544886432588
score,0.05769985914230347,0.7041457295417786,0.03573118895292282,0.1385127604007721,0.05157766491174698,0.01233269926160574
score,0.008250627666711807,0.021113580092787743,0.0010804792400449514,0.957482099533081,0.011401745490729809,0.0006715437048114836
score,0.011224109679460526,0.7904810905456543,0.0026736794970929623,0.16654519736766815,0.025195926427841187,0.003880076576024294
score,0.001076801447197795,0.001042453688569367,0.00035463826498016715,0.9961351156234741,0.0010427917586639524,0.000348158209817484
score,0.0020883199758827686,0.0008568367920815945,0.00039144090260379016,0.9955072402954102,0.000909441034309566,0.00024677932378835976
score,0.021998316049575806,0.05029796063899994,0.0017256166320294142,0.8048381209373474,0.11896465718746185,0.0021753425244241953
score,0.0056432150304317474,0.3129437565803528,0.6534343361854553,0.02363216131925583,0.0029793218709528446,0.0013672217028215528
score,0.14592331647872925,0.006932894233614206,0.001089234254322946,0.7122105956077576,0.13160990178585052,0.0022340663708746433
score,0.6637160181999207,0.005346200428903103,0.0011026995489373803,0.308646559715271,0.020325925201177597,0.0008625679765827954
score,0.002215468790382147,0.0028524708468466997,0.0005788658745586872,0.990172266960144,0.0039084795862436295,0.0002724200894590467
score,0.0037052996922284365,0.0010680898558348417,0.0006642656517215073,0.9929282069206238,0.0008804438402876258,0.000753706437535584
score,0.000600223895162344,0.9949913620948792,0.0015641642967239022,0.0017402232624590397,0.000380694807972759,0.0007233370561152697
score,0.003579426556825638,0.0027308394201099873,0.000676614698022604,0.9903106689453125,0.0024620990734547377,0.00024024705635383725
score,0.0036058854311704636,0.008726779371500015,0.001620327471755445,0.9764251112937927,0.00901995413005352,0.0006019434076733887
score,0.00834950152784586,0.06253062188625336,0.00235334737226367,0.8818084001541138,0.04348309338092804,0.0014750120462849736
score,0.0067473286762833595,0.07566043734550476,0.653924286365509,0.23631015419960022,0.01895558275282383,0.008402291685342789
score,0.026649093255400658,0.8781982064247131,0.012659284286201,0.06937135010957718,0.011173292063176632,0.0019488257821649313
score,0.0018893531523644924,0.012931465171277523,0.0035820454359054565,0.9753594398498535,0.005829640664160252,0.0004081633232999593
score,0.0007546950946561992,0.00034080271143466234,0.00016513197624590248,0.9974258542060852,0.0011859792284667492,0.0001276290277019143
score,0.9983463287353516,0.0005769235431216657,0.00018317253852728754,0.00047774528502486646,0.0002287177776452154,0.00018704823742154986
score,0.029944704845547676,0.02287985198199749,0.0010280442656949162,0.8331039547920227,0.11020903289318085,0.0028344581369310617
score,0.0005152334924787283,0.0004300747241359204,0.00020556444360408932,0.9969567060470581,0.0017217505956068635,0.00017062286497093737
score,0.331493079662323,0.03814078867435455,0.0020251963287591934,0.6149942874908447,0.011640900745987892,0.001705677597783506
score,0.004990482237190008,0.08742532134056091,0.0021975040435791016,0.8975325226783752,0.005984182469546795,0.0018700481159612536
score,0.004983183927834034,0.9174464344978333,0.0020324622746556997,0.05642102286219597,0.0034285145811736584,0.015688465908169746
score,0.09783301502466202,0.03650249168276787,0.002656448632478714,0.473174512386322,0.3881326913833618,0.0017007790738716722
score,0.002235955325886607,0.00146820570807904,0.0006520005408674479,0.9922769069671631,0.003161471337080002,0.00020539326942525804
score,0.0006480569718405604,0.9976356029510498,0.0004663084982894361,0.0006761953700333834,0.0003263134858570993,0.0002474983048159629
score,0.0044918907806277275,0.004416103940457106,0.0006958144949749112,0.984772801399231,0.005153995007276535,0.00046944909263402224
score,0.000896345532964915,0.0009089648374356329,0.00023768410028424114,0.9908157587051392,0.006941061932593584,0.00020011169544886798
score,0.002986112842336297,0.011428222991526127,0.0007704977178946137,0.9715291261672974,0.012104787863790989,0.0011813425226137042
score,0.04034216329455376,0.8830820918083191,0.006449737586081028,0.060638654977083206,0.008261621929705143,0.0012256479822099209
score,0.010919488966464996,0.02338414080440998,0.0011177146807312965,0.9210662245750427,0.04243350028991699,0.0010788856307044625
score,0.01700419932603836,0.007096488960087299,0.0007374333799816668,0.7784460783004761,0.19533193111419678,0.0013838597806170583
score,0.9798857569694519,0.001208032132126391,0.0003363457217346877,0.01709909550845623,0.0012228619307279587,0.0002478175738360733
score,0.010073978453874588,0.0028873817063868046,0.0005635521956719458,0.8747614622116089,0.11078239232301712,0.0009313184418715537
score,0.05145806446671486,0.16384537518024445,0.00989519339054823,0.7258053421974182,0.04484884813427925,0.0041471216827631
