,id,sadness,joy,love,anger,fear,surprise
46,46,0.0132131138816475,0.0791019573807716,0.0043640695512294,0.8586797118186951,0.0421550720930099,0.0024860405828803
47,47,0.0802376419305801,0.5188028216362,0.0220463145524263,0.2077653557062149,0.1587839722633361,0.0123639432713389
48,48,0.0090561108663678,0.9434641599655152,0.0023959064856171,0.0266105812042951,0.0150104546919465,0.003462788183242
49,49,0.0567541234195232,0.4665157794952392,0.0088450508192181,0.3710489273071289,0.0921390876173973,0.0046969247050583
50,50,0.0175673216581344,0.47036212682724,0.0036774359177798,0.4713148474693298,0.0332127697765827,0.0038653784431517
51,51,0.0148929646238684,0.0309650171548128,0.002596171805635,0.6705191135406494,0.2794614434242248,0.0015653001610189
52,52,0.0058720805682241,0.001326359459199,0.0003922774048987,0.8890888094902039,0.1024726331233978,0.0008478069794364
53,54,0.0009514850680716,0.0008173317764885,0.0004446911334525,0.9897432923316956,0.0078338077291846,0.0002092913782689
54,55,0.0008568233461119,0.996940016746521,0.0012099179439246,0.0005630973610095,0.0002674481074791,0.0001626724988454
55,56,0.0049121505580842,0.990172266960144,0.0015489016659557,0.0016975313192233,0.0012911841040477,0.0003779041289817
56,57,0.0162319000810384,0.9119715690612792,0.0046589961275458,0.0483282320201396,0.0149137219414114,0.0038956522475928
57,58,0.0012604558141902,0.9934985637664796,0.0011153300292789,0.0027942319866269,0.0006512899999506,0.0006801646086387
58,59,0.0047367843799293,0.0608484558761119,0.0018170207040384,0.9145982265472412,0.0169240534305572,0.001075490610674
59,60,0.0618829689919948,0.6900065541267395,0.0056910258717834,0.1729862093925476,0.0640596896409988,0.005373578518629
60,61,0.0444046780467033,0.212634801864624,0.002575795399025,0.6493538618087769,0.0864597111940383,0.0045712585560977
61,62,0.0313966535031795,0.8207679390907288,0.0093994857743382,0.0902371332049369,0.0218117535114288,0.0263869222253561
62,63,0.0170793682336807,0.0362321510910987,0.0018872083164751,0.9247427582740784,0.0187264122068882,0.0013320161961019
63,64,0.9939688444137572,0.0018876852700486,0.0004384286585263,0.0022558928467333,0.0011167607735842,0.0003324189456179
64,65,0.048420924693346,0.0375614799559116,0.0022554034367203,0.4339936673641205,0.4753997325897217,0.0023687600623816
65,66,0.0388323366641998,0.0458867289125919,0.0028769480995833,0.803081214427948,0.1063806191086769,0.002942165127024
66,67,0.0091100605204701,0.0416481718420982,0.0041439533233642,0.1184980273246765,0.446250319480896,0.3803494870662689
67,68,0.007974924519658,0.0102616492658853,0.0013454077998176,0.9652568101882936,0.0144119560718536,0.0007492101285606
68,69,0.00095720711397,0.0007235482917167,0.0003993461141362,0.99675190448761,0.0008598415297456,0.000308168149786
69,70,0.0047202408313751,0.0080115441232919,0.000589144823607,0.9797987937927246,0.0063554411754012,0.0005247744265943
70,71,0.0071732145734131,0.0153053542599082,0.0010627628071233,0.9658510088920592,0.0099420035257935,0.0006656876066699
71,72,0.0202452838420867,0.0450094975531101,0.0020981391426175,0.8983520269393921,0.0325834974646568,0.0017116994131356
72,73,0.068734660744667,0.4236128032207489,0.0116129023954272,0.4356421232223511,0.0547495819628238,0.0056479135528206
73,74,0.0139666050672531,0.1610445827245712,0.0072468612343072,0.8011616468429565,0.0149337025359272,0.0016465762164443
74,75,0.0270772986114025,0.5833014249801636,0.0103458678349852,0.3531899154186249,0.0210713203996419,0.0050141452811658
75,76,0.6558420658111572,0.0082995239645242,0.0013485582312569,0.2626805305480957,0.0699767619371414,0.0018525971099734
76,77,0.0020037838257849,0.0036595575511455,0.0008342124056071,0.97513085603714,0.017582107335329,0.0007894244045019
77,78,0.025146784260869,0.0244294442236423,0.0024444470182061,0.8010425567626953,0.1451307833194732,0.0018059872090816
78,79,0.0352752804756164,0.1349032074213028,0.009824794717133,0.7368664145469666,0.0786042213439941,0.0045260954648256
79,80,0.0163925979286432,0.3222582936286926,0.007266133558005,0.5566459894180298,0.0924106761813163,0.0050263837911188
80,81,0.0169415734708309,0.0079974755644798,0.0012367633171379,0.4532371759414673,0.5191250443458557,0.0014619563007727
81,82,0.0810007229447364,0.2606017589569092,0.0239765271544456,0.4251638650894165,0.1974163353443145,0.0118407346308231
82,83,0.0036297664046287,0.9002270102500916,0.0016209161840379,0.0082890102639794,0.0131575362756848,0.0730757638812065
83,84,0.0686715319752693,0.5226455926895142,0.0051050586625933,0.331176608800888,0.065423384308815,0.0069777411408722
84,85,0.9961733222007751,0.0004970161244273,0.0014127782778814,0.0008666763314977,0.0007704818272031,0.0002797633351292
85,86,0.0418962277472019,0.0176923274993896,0.0034277013037353,0.8036066293716431,0.1300842612981796,0.0032928879372775
86,87,0.0117201386019587,0.6920140385627747,0.0271079298108816,0.258584201335907,0.0082327416166663,0.0023409579880535
87,88,0.0236703101545572,0.4165713489055633,0.0058506624773144,0.4537663161754608,0.0940130800008773,0.0061283316463232
88,89,0.0320006683468818,0.7915269136428833,0.007146693766117,0.121964544057846,0.0417164750397205,0.0056447219103574
89,90,0.186142012476921,0.4117041230201721,0.0086227701976895,0.2736517786979675,0.1061955243349075,0.0136837735772132
90,91,0.5811306238174438,0.2905717194080353,0.0058056665584445,0.0635573416948318,0.0536381974816322,0.0052965395152568
91,92,0.0084142163395881,0.0189881026744842,0.0011144106974825,0.8990142941474915,0.0713031515479087,0.0011658282019197
92,93,0.0017550265183672,0.002102276077494,0.0005071578198112,0.993164360523224,0.0022275026421993,0.0002437013608869
93,94,0.0370129905641078,0.3889650106430053,0.0061063598841428,0.5026867389678955,0.061414286494255,0.0038145973812788
94,95,0.0234442632645368,0.4727151393890381,0.00543840136379,0.2540715336799621,0.2376643717288971,0.0066662053577601
95,96,0.0156688056886196,0.751767098903656,0.0046100923791527,0.1128317639231681,0.1076685488224029,0.0074536390602588
96,97,0.0152341555804014,0.09487234801054,0.0046990015543997,0.8440315127372742,0.039477989077568,0.0016850511310622
97,98,0.0214388743042945,0.0103602902963757,0.0011008117580786,0.8460425138473511,0.1195445284247398,0.0015129725215956
98,99,0.0466394461691379,0.006938150152564,0.0018672355217859,0.8306350111961365,0.1120162308216095,0.0019039125181734
99,100,0.0114003615453839,0.682912290096283,0.0040504918433725,0.2880633175373077,0.0112423133105039,0.0023311336990445
100,101,0.0187049526721239,0.9531055688858032,0.0023808488622307,0.015600481070578,0.0070051690563559,0.00320291146636
101,102,0.0201356709003448,0.7497212886810303,0.0069060511887073,0.2036272287368774,0.0156380645930767,0.0039716493338346
102,103,0.0031686883885413,0.9817370176315308,0.0007402602350339,0.0071945311501622,0.0033714126329869,0.0037881508469581
103,104,0.0048864115960896,0.0190409179776906,0.0018902972806245,0.0923672616481781,0.879356324672699,0.0024587893858551
104,105,0.0524879768490791,0.0795249640941619,0.0035488826688379,0.8067961931228638,0.0553635507822036,0.0022783549502491
105,106,0.1017268374562263,0.1457350850105285,0.0071117989718914,0.5686477422714233,0.1719241887331009,0.0048543461598455
106,107,0.0257052313536405,0.0445581302046775,0.0023932035546749,0.086184449493885,0.8364852666854858,0.0046736961230635
107,108,0.0102492207661271,0.1219177544116973,0.0032828876283019,0.074404202401638,0.7872403264045715,0.0029055345803499
108,109,0.0327128805220127,0.874830961227417,0.0040087797679007,0.072629377245903,0.0119958855211734,0.0038220700807869
109,110,0.0066253957338631,0.9397629499435424,0.0032635556999593,0.0320311971008777,0.0145520502701401,0.0037649841979146
110,111,0.0915488302707672,0.0036614707205444,0.0006366639863699,0.883844256401062,0.0193004123866558,0.0010084160603582
111,112,0.0276333037763834,0.0145408045500516,0.0022794981487095,0.8066500425338745,0.1470680087804794,0.0018283159006386
112,113,0.6560227870941162,0.1759098470211029,0.0031111354473978,0.0787581130862236,0.082520492374897,0.003677699714899
113,114,0.0081085488200187,0.0434557497501373,0.0016480761114507,0.8758615851402283,0.0693923234939575,0.0015338100492954
114,115,0.358081579208374,0.0664657056331634,0.0074632191099226,0.4564100205898285,0.1065296456217765,0.0050498731434345
115,116,0.0041607040911912,0.9847752451896667,0.0014242999022826,0.0069530149921774,0.0019652668852359,0.0007213960634544
116,117,0.0161824617534875,0.183176964521408,0.0077681331895291,0.7347959280014038,0.0534807294607162,0.004595841281116
117,118,0.1821346580982208,0.2456015199422836,0.0234148707240819,0.46188884973526,0.0824186205863952,0.0045415014028549
118,119,0.0089572118595242,0.0512425377964973,0.0021768079604953,0.921552836894989,0.0146341454237699,0.0014364692615345
119,121,0.0056165070272982,0.0068381768651306,0.000817023566924,0.9767377972602844,0.0096248602494597,0.0003656260960269
120,122,0.0172365494072437,0.2306305766105651,0.0030231997370719,0.7168875336647034,0.029833460226655,0.0023886964190751
121,123,0.0291776750236749,0.0947430655360221,0.0053864521905779,0.5250322222709656,0.3419986665248871,0.0036618718877434
122,125,0.0109234182164072,0.0160548742860555,0.0010993180330842,0.0954710841178894,0.8528800010681152,0.0235712826251983
123,126,0.0128770163282752,0.0784625932574272,0.0017912909388542,0.8311775326728821,0.0742205679416656,0.0014710031682625
124,127,0.023112803697586,0.8503767848014832,0.0046015824191272,0.0876470804214477,0.0237893890589475,0.0104724084958434
125,128,0.2369023710489273,0.1075639948248863,0.00787731166929,0.1089079454541206,0.5336686372756958,0.0050797746516764
126,129,0.0152797913178801,0.3797574937343597,0.0047499821521341,0.4259887635707855,0.1693924665451049,0.0048314784653484
127,130,0.1555868983268737,0.0066771218553185,0.0014742859639227,0.8324027061462402,0.0029063988476991,0.0009527014335617
128,131,0.3113016784191131,0.6076842546463013,0.0089240306988358,0.0596802458167076,0.0093433754518628,0.003066438017413
129,132,0.9080825448036194,0.0024409005418419,0.0006042039021849,0.0872116088867187,0.0012390910414978,0.0004217045789118
130,133,0.022377785295248,0.6824334859848022,0.0116616683080792,0.2541859149932861,0.0257966946810483,0.0035444179084151
131,134,0.0449588075280189,0.2098959237337112,0.0056750979274511,0.6528424024581909,0.0839640125632286,0.0026637867558747
132,135,0.0572555996477603,0.0843991190195083,0.0103971734642982,0.3780776560306549,0.4594505727291107,0.0104198092594742
133,136,0.0181772038340568,0.011683584190905,0.0016590652521699,0.958302915096283,0.0094630988314747,0.0007142429822124
134,137,0.0219424422830343,0.0540350228548049,0.0014684004709124,0.8904435634613037,0.030026439577341,0.0020841695368289
135,138,0.7469034194946289,0.1008644849061966,0.006844584364444,0.1243120059370994,0.0187218282371759,0.002353701274842
136,139,0.0021386060398072,0.9902960658073424,0.0017042730469256,0.0034197708591818,0.0010972836753353,0.0013439342146739
137,141,0.0065752561204135,0.0080325510352849,0.0006578354514203,0.9788987040519714,0.0052727959118783,0.0005628179060295
138,142,0.0109848054125905,0.8726645112037659,0.004869210999459,0.0950916483998298,0.0142489271238446,0.0021407806780189
139,143,0.1675927191972732,0.0040456289425492,0.0018404292641207,0.8230518102645874,0.0026945539284497,0.0007748696370981
140,144,0.0024852759670466,0.9807958006858826,0.0009403654257766,0.0082003008574247,0.0017620404250919,0.0058162920176982
141,145,0.0036329347640275,0.00985305942595,0.0008015484781935,0.0085852369666099,0.9718928337097168,0.0052344044670462
142,146,0.0178263187408447,0.733099639415741,0.0034019059967249,0.1746385395526886,0.067062608897686,0.0039710532873868
143,147,0.0184089392423629,0.0118674030527472,0.0008629665826447,0.8567357063293457,0.1107595264911651,0.0013654653448611
144,148,0.0006415520911104,0.9971169233322144,0.0004914144519716,0.0008688410744071,0.0003567874955479,0.000524561968632
145,149,0.0070847976021468,0.0012840771814808,0.0002972784859593,0.0067594265565276,0.983372151851654,0.0012023205636069
146,150,0.0013166727731004,0.0005179219879209,0.0002903495042119,0.9966936111450196,0.00100268505048,0.0001787672808859
147,151,0.0070068598724901,0.0005791033618152,0.0002533276856411,0.989604949951172,0.0023135158699005,0.000242171852733
148,152,0.0196137689054012,0.0085775749757885,0.0011028570588678,0.2819492220878601,0.6866358518600464,0.0021207199897617
149,153,0.0050893914885818,0.001599809504114,0.0004900912172161,0.9885548949241638,0.0038664124440401,0.0003993633145
150,154,0.0183985251933336,0.9642606973648072,0.0014797085896134,0.0107333967462182,0.0040380577556788,0.0010896981693804
151,155,0.0519243702292442,0.7960305213928223,0.0048643057234585,0.1053798198699951,0.0387136824429035,0.0030872311908751
152,156,0.02362129278481,0.0452224463224411,0.004480309318751,0.8481345772743225,0.0743632763624191,0.0041780360043048
153,157,0.0220479667186737,0.2564391493797302,0.0058466689661145,0.6292821764945984,0.0797595232725143,0.006624505855143
154,158,0.0042576696723699,0.0059614581987261,0.000721322314348,0.9466018676757812,0.041727352887392,0.000730293279048
155,159,0.0120597071945667,0.0057843746617436,0.001050311140716,0.9733983874320984,0.0068121887743473,0.0008951399940997
156,160,0.0239297952502965,0.1260542422533035,0.0042162002064287,0.7185053825378418,0.1207634881138801,0.0065308827906847
157,161,0.298420786857605,0.108240894973278,0.0024677792098373,0.5349255204200745,0.0538261570036411,0.0021189795807003
158,162,0.130728542804718,0.2693411707878113,0.0049182432703673,0.1498670428991317,0.4387650191783905,0.0063799452036619
159,163,0.0104541992768645,0.0471106991171836,0.003376277629286,0.917492687702179,0.0197871346026659,0.0017790851416066
160,164,0.0452565662562847,0.0050872187130153,0.0013153158361092,0.5163129568099976,0.4298112690448761,0.0022166776470839
161,165,0.0298412442207336,0.7701833844184875,0.0085087940096855,0.1678970903158188,0.0197973735630512,0.00377211230807
162,166,0.4206297993659973,0.0121629126369953,0.0022700787521898,0.4783853590488434,0.0842630341649055,0.0022887047380208
163,167,0.1330000609159469,0.3628619313240051,0.0134474216029047,0.4706149995326996,0.0166291203349828,0.0034464665222913
164,168,0.0055146715603768,0.0076989186927676,0.0008273309795185,0.8288224339485168,0.1556366533041,0.0014999426202848
165,169,0.0119676142930984,0.008834789507091,0.001674102153629,0.6017536520957947,0.3732155859470367,0.0025542476214468
166,170,0.0503594800829887,0.6214232444763184,0.0145519860088825,0.2986120581626892,0.0131093114614486,0.0019438727758824
167,171,0.7168835401535034,0.1104486510157585,0.0047928201965987,0.1568242013454437,0.0090043228119611,0.0020465147681534
168,172,0.165707841515541,0.0372144356369972,0.0022037948947399,0.1661965399980545,0.6223204731941223,0.0063569759950041
169,173,0.0077068824321031,0.0139453196898102,0.0015775236533954,0.4180724322795868,0.5570843815803528,0.0016134725883603
170,174,0.9208964705467224,0.0601902343332767,0.002572663128376,0.0146162761375308,0.0008986844914034,0.0008257913286797
171,175,0.0038112998008728,0.0040526161901652,0.0010813140543177,0.0185886733233928,0.9685219526290894,0.0039440970867872
172,176,0.9673914313316344,0.0041430429555475,0.0007819442544132,0.0243418477475643,0.0027426045853644,0.0005991168436594
173,177,0.0142835602164268,0.1579217761754989,0.0053560771048069,0.8061078190803528,0.014621309004724,0.0017094841459766
174,178,0.0062330928631126,0.5852473378181458,0.0126490090042352,0.3843753039836883,0.0098382914438843,0.0016568703576922
175,179,0.0045852600596845,0.000758841575589,0.0001600578689249,0.0025165872648358,0.9911556243896484,0.0008236970752477
176,180,0.0245158039033412,0.0735068470239639,0.0030069481581449,0.2358025759458542,0.6592946648597717,0.0038732104003429
177,181,0.0012864802265539,0.99107027053833,0.0006447850610129,0.0019037130987271,0.0009091929532587,0.0041854758746922
178,182,0.0221810340881347,0.8593614101409912,0.0073282136581838,0.0682744532823562,0.0291540790349245,0.01370086427778
179,183,0.0252924747765064,0.0625928491353988,0.0047744968906044,0.5273483395576477,0.3766502141952514,0.003341662697494
180,184,0.0255673546344041,0.0080736437812447,0.0019930759444832,0.3648716509342193,0.5974437594413757,0.0020504994317889
181,185,0.0600579306483268,0.202079638838768,0.0046455082483589,0.6397103071212769,0.0876950770616531,0.0058115473948419
182,186,0.0428119227290153,0.0086464723572134,0.0017928066663444,0.1707271039485931,0.7727863788604736,0.0032352968119084
183,187,0.0138784795999526,0.0766038000583648,0.0031315961387008,0.8535419702529907,0.0504805594682693,0.0023635062389075
184,188,0.0097099002450704,0.0064619244076311,0.0014773798175156,0.1507226675748825,0.8295040726661682,0.0021240231581032
185,189,0.0019556968472898,0.9944933652877808,0.0006366604939103,0.0016482861246913,0.0005545023595914,0.0007116658380255
186,190,0.0179347433149814,0.0219166874885559,0.0012277330970391,0.9505313038825988,0.00757522508502,0.0008142635342665
187,191,0.0027472262736409,0.9737252593040466,0.004346374887973,0.0101168481633067,0.0069539938122034,0.0021104014012962
188,192,0.0008384244283661,0.0013973858440294,0.0004950727452524,0.9930458664894104,0.003763060318306,0.0004601651453413
189,193,0.0120474128052592,0.0022963767405599,0.0004588274750858,0.0074852830730378,0.976711094379425,0.001001093769446
190,194,0.7626966834068298,0.0478566735982894,0.0043517504818737,0.1399720162153244,0.0405231453478336,0.0045998003333806
191,195,0.01070177834481,0.9032111763954164,0.0023427365813404,0.0583508387207984,0.0241716131567955,0.0012218335177749
192,197,0.0142525099217891,0.0028071389533579,0.0007866439409554,0.7925419807434082,0.1881584376096725,0.0014533011708408
193,198,0.0906834155321121,0.0034424362238496,0.0010575697524473,0.8676597476005554,0.0358566455543041,0.001300276722759
194,199,0.0458429604768753,0.8080217838287354,0.0042694807052612,0.0991639345884323,0.0393449328839778,0.003356949891895
195,200,0.0064159743487834,0.2378491908311844,0.0062746233306825,0.7366123795509338,0.0076276864856481,0.0052201417274773
196,201,0.0055830236524343,0.0018462497973814,0.0002647890069056,0.0018793371273204,0.9866438508033752,0.0037826485931873
197,202,0.0015213317237794,0.0016278875991702,0.000413347093854,0.9947211742401124,0.0014267220394685,0.0002894721983466
198,203,0.002782073803246,0.0222455561161041,0.0012470649089664,0.938513159751892,0.033531304448843,0.0016808562213554
199,204,0.9529203176498412,0.0024822140112519,0.0006534610292874,0.0415175259113311,0.0018606497906148,0.000565925030969
200,205,0.0127907358109951,0.0130937527865171,0.0012459852732717,0.9597792625427246,0.0120497336611151,0.0010406244546175
201,206,0.0294993482530117,0.1861380487680435,0.0058642267249524,0.7229737043380737,0.0531714670360088,0.0023533087223768
202,207,0.0280968900769948,0.9481305480003356,0.0031250761821866,0.013375069014728,0.0058230217546224,0.001449444098398
203,208,0.0132751520723104,0.0516410544514656,0.0026154252700507,0.8766039609909058,0.0538943037390708,0.0019701111596077
204,209,0.0084613375365734,0.0636579915881156,0.0043531898409128,0.0331592746078968,0.8656906485557556,0.0246775802224874
205,210,0.0033353574108332,0.0151780750602483,0.0007556434138678,0.0424544960260391,0.9358720779418944,0.0024043801240622
206,211,0.0049777873791754,0.0044263917952775,0.0007182763074524,0.9660834670066832,0.0230770576745271,0.0007170686731114
207,212,0.1451642364263534,0.0181539971381425,0.0015995708527043,0.7561522722244263,0.0772364065051078,0.0016935793682932
208,213,0.001197594217956,0.996476948261261,0.000869489100296,0.0007292086957022,0.0003859428979922,0.0003406360046938
209,214,0.996895670890808,0.0004246763710398,0.0001952284801518,0.001698249601759,0.0006013870006427,0.0001847222883952
210,215,0.0461509600281715,0.0775867253541946,0.0035298510920256,0.8476492166519165,0.0228721424937248,0.0022110922727733
211,216,0.0222125370055437,0.0031086930539458,0.0003846784238703,0.0126205841079354,0.9599226117134094,0.0017509418539702
212,217,0.0227594207972288,0.2626644968986511,0.0051592565141618,0.6562415957450867,0.0460753813385963,0.0070997723378241
213,218,0.0006386105669662,0.9959677457809448,0.0022433018311858,0.0004751203814521,0.0004004056099802,0.0002748025290202
214,219,0.1262931525707245,0.0053457231260836,0.0013403863413259,0.3360199630260467,0.5289231538772583,0.0020776700694113
215,220,0.0233712084591388,0.7156607508659363,0.0063148397020995,0.1484251618385315,0.0989241600036621,0.0073039168491959
216,221,0.3178137540817261,0.2093279063701629,0.0036985729821026,0.1919591277837753,0.2741802334785461,0.00302040646784
217,222,0.0132349543273448,0.7163851261138916,0.005277563817799,0.2384317070245742,0.0246403869241476,0.0020304021891206
218,224,0.0736830309033393,0.0175125394016504,0.0023235883563756,0.1917327642440796,0.7107316851615906,0.0040164496749639
219,225,0.0985380485653877,0.7976889610290527,0.0151240052655339,0.0411109067499637,0.0446876138448715,0.0028505134396255
220,226,0.0071316622197628,0.8255971670150757,0.0063483486883342,0.1539593935012817,0.0049351807683706,0.0020283216144889
221,227,0.0041688727214932,0.9860840439796448,0.0009624181548133,0.0045988108031451,0.003327238606289,0.0008586156181991
222,228,0.0010739940917119,0.0014085453003644,0.0002420966193312,0.992255926132202,0.0047350344248116,0.0002844339760486
223,229,0.0846201702952385,0.3565261960029602,0.0192968230694532,0.3371208608150482,0.1896098852157592,0.0128259919583797
224,230,0.0030364817939698,0.0042468472383916,0.0006422143778763,0.0444526635110378,0.9459664225578308,0.0016553145833313
225,231,0.0142349414527416,0.0251757893711328,0.0019041870255023,0.9030309915542604,0.0539550296962261,0.0016991512384265
226,232,0.0012566074728965,0.9928281903266908,0.0017097522504627,0.0026110331527888,0.0012102067703381,0.0003842909354716
227,233,0.0208604577928781,0.7354645133018494,0.0122749609872698,0.1944002509117126,0.0329306311905384,0.0040691439062356
228,234,0.0123795075342059,0.0561716668307781,0.0018379871034994,0.9178939461708068,0.0107396934181451,0.0009771344484761
229,235,0.6315719485282898,0.0308663584291934,0.0032536357175558,0.3056932389736175,0.0246920920908451,0.0039227907545864
230,236,0.018149446696043,0.0754966437816619,0.0024949281942099,0.8844454884529114,0.0184500198811292,0.0009634582675062
231,237,0.0180870238691568,0.0177527926862239,0.0027520391158759,0.2254553288221359,0.7330228090286255,0.0029300323221832
232,238,0.0076168226078152,0.0154072195291519,0.0012899033026769,0.032736200839281,0.9410285353660583,0.0019212921615689
233,239,0.0902576372027397,0.8552212715148926,0.0028532654978334,0.0337925404310226,0.0162265766412019,0.0016486163949593
234,240,0.0278337933123111,0.3641321361064911,0.0110820801928639,0.3752151131629944,0.2162138521671295,0.005522989667952
235,241,0.000775684020482,0.9968128800392152,0.0004259499546606,0.0008051399490796,0.0005387691780924,0.000641414837446
236,242,0.0124752735719084,0.8649544715881348,0.0033077439293265,0.1126565113663673,0.0044507458806037,0.0021552164107561
237,243,0.9977402687072754,0.0004544237453956,0.0002540726563893,0.0012312636245042,0.0001922053925227,0.000127789506223
238,244,0.0902739837765693,0.0075990217737853,0.000909466878511,0.2096934467554092,0.68931645154953,0.0022076254244893
239,245,0.0352993831038475,0.6302946209907532,0.0059786452911794,0.2783381342887878,0.0460039637982845,0.0040852413512766
240,246,0.0184886734932661,0.0072360332123935,0.0010312949307262,0.9626189470291138,0.0096068931743502,0.0010181491961702
241,247,0.0011391045991331,0.00215042126365,0.0004360367020126,0.0274191442877054,0.9681646227836608,0.0006906716153025
242,248,0.0482180081307888,0.2461749911308288,0.0111394468694925,0.620514452457428,0.0663897097110748,0.0075633930973708
