,id,word_count,stopword_count,prop_stop
322,322,178,56,0.3146067415730337
323,323,561,244,0.43493761140819964
324,324,1764,695,0.39399092970521543
325,325,875,349,0.39885714285714285
326,326,118,42,0.3559322033898305
327,327,1571,570,0.3628262253341821
328,328,1441,523,0.36294240111034004
329,329,1404,511,0.36396011396011396
330,330,1219,428,0.35110746513535684
331,331,1075,371,0.34511627906976744
332,332,905,285,0.3149171270718232
333,333,690,280,0.4057971014492754
334,334,559,204,0.36493738819320215
335,335,1547,660,0.4266321913380737
336,336,947,76,0.08025343189017951
337,337,1181,494,0.4182895850973751
338,338,845,309,0.3656804733727811
339,339,566,225,0.39752650176678445
340,340,232,94,0.4051724137931034
341,341,364,153,0.42032967032967034
342,342,639,250,0.39123630672926446
343,343,210,74,0.3523809523809524
344,344,1700,639,0.37588235294117645
345,345,16,1,0.0625
346,346,576,221,0.3836805555555556
347,347,1459,607,0.4160383824537354
348,348,338,114,0.33727810650887574
349,349,977,356,0.36438075742067555
350,350,593,199,0.33558178752107926
351,351,558,213,0.3817204301075269
352,352,280,98,0.35
353,353,237,85,0.35864978902953587
354,354,638,232,0.36363636363636365
355,355,766,292,0.381201044386423
356,356,33,17,0.5151515151515151
357,357,1068,419,0.39232209737827717
358,358,404,88,0.21782178217821782
359,359,1740,719,0.4132183908045977
360,360,549,137,0.2495446265938069
361,361,921,336,0.36482084690553745
362,362,634,240,0.3785488958990536
363,363,177,48,0.2711864406779661
364,364,334,132,0.39520958083832336
365,365,1155,436,0.3774891774891775
366,366,3529,1337,0.3788608671011618
367,367,1012,389,0.38438735177865613
368,368,1026,375,0.3654970760233918
369,369,392,149,0.38010204081632654
370,370,1308,521,0.3983180428134557
371,371,256,0,0.0
372,372,39,8,0.20512820512820512
373,373,566,206,0.36395759717314485
374,374,194,68,0.35051546391752575
375,375,929,362,0.38966630785791173
376,376,776,278,0.3582474226804124
377,377,237,86,0.3628691983122363
378,378,463,169,0.3650107991360691
379,379,1717,718,0.4181712288875946
380,380,1246,422,0.33868378812199035
381,381,124,50,0.4032258064516129
382,382,173,69,0.3988439306358382
383,383,760,266,0.35
384,384,829,295,0.3558504221954162
385,385,277,101,0.36462093862815886
386,386,209,77,0.3684210526315789
387,387,626,255,0.4073482428115016
388,388,157,65,0.4140127388535032
389,389,652,251,0.38496932515337423
390,390,1295,473,0.36525096525096523
391,391,297,103,0.3468013468013468
392,392,45,4,0.08888888888888889
393,393,203,98,0.4827586206896552
394,394,1298,531,0.4090909090909091
395,395,332,132,0.39759036144578314
396,396,209,78,0.37320574162679426
397,397,755,287,0.3801324503311258
398,398,1946,666,0.34224049331963
399,399,2024,721,0.35622529644268774
400,400,737,283,0.383989145183175
401,401,316,114,0.36075949367088606
402,402,1058,393,0.3714555765595463
403,403,952,363,0.38130252100840334
404,404,1162,439,0.37779690189328746
405,405,261,82,0.31417624521072796
406,406,490,155,0.3163265306122449
407,407,195,66,0.3384615384615385
408,408,1033,357,0.345595353339787
409,409,954,327,0.34276729559748426
410,410,600,244,0.4066666666666667
411,411,647,225,0.34775888717156106
412,412,485,177,0.3649484536082474
413,413,401,142,0.3541147132169576
414,414,728,278,0.38186813186813184
415,415,402,150,0.373134328358209
416,416,197,72,0.36548223350253806
417,417,684,299,0.4371345029239766
418,418,495,181,0.3656565656565657
419,419,179,65,0.36312849162011174
420,420,267,88,0.3295880149812734
421,421,692,238,0.3439306358381503
422,422,206,71,0.3446601941747573
423,423,1196,499,0.41722408026755853
424,424,332,113,0.34036144578313254
425,425,480,201,0.41875
426,426,198,78,0.3939393939393939
427,427,353,130,0.36827195467422097
428,428,503,162,0.3220675944333996
429,429,3025,1064,0.35173553719008266
430,430,126,35,0.2777777777777778
431,431,1132,445,0.3931095406360424
432,432,140,47,0.3357142857142857
433,433,254,93,0.3661417322834646
434,434,31,10,0.3225806451612903
435,435,20,5,0.25
436,436,277,112,0.4043321299638989
437,437,855,348,0.4070175438596491
438,438,605,240,0.39669421487603307
439,439,900,321,0.3566666666666667
440,440,371,135,0.3638814016172507
441,441,1605,505,0.3146417445482866
442,442,411,153,0.3722627737226277
443,443,1103,395,0.35811423390752495
444,444,418,176,0.42105263157894735
445,445,2350,902,0.38382978723404254
446,446,470,187,0.39787234042553193
447,447,782,294,0.37595907928388744
448,448,131,40,0.3053435114503817
449,449,1583,560,0.35375868603916616
450,450,144,52,0.3611111111111111
451,451,6028,2293,0.38039150630391505
452,452,408,148,0.3627450980392157
453,453,308,119,0.38636363636363635
454,454,1040,348,0.3346153846153846
455,455,691,267,0.38639652677279307
456,456,212,77,0.3632075471698113
457,457,836,300,0.3588516746411483
458,458,319,124,0.3887147335423197
459,459,579,194,0.33506044905008636
460,460,217,76,0.35023041474654376
461,461,219,73,0.3333333333333333
462,462,1288,507,0.3936335403726708
463,463,530,162,0.30566037735849055
464,464,15199,6295,0.4141719849990131
465,465,836,282,0.3373205741626794
466,466,1381,561,0.4062273714699493
467,467,1662,93,0.05595667870036101
468,468,657,259,0.3942161339421613
469,469,1664,676,0.40625
470,470,0,0,
471,471,716,306,0.4273743016759777
472,472,347,135,0.38904899135446686
473,473,1632,612,0.375
474,474,472,174,0.3686440677966102
475,475,160,51,0.31875
476,476,691,259,0.3748191027496382
477,477,371,151,0.40700808625336926
478,478,2020,886,0.4386138613861386
479,479,88,31,0.3522727272727273
480,480,39,8,0.20512820512820512
481,481,291,105,0.36082474226804123
482,482,519,194,0.3737957610789981
483,483,26,7,0.2692307692307692
484,484,191,73,0.38219895287958117
485,485,6,0,0.0
486,486,492,188,0.3821138211382114
487,487,731,295,0.40355677154582764
488,488,803,283,0.35242839352428396
489,489,256,74,0.2890625
490,490,103,42,0.4077669902912621
491,491,4921,1882,0.38244259296890876
492,492,854,0,0.0
493,493,688,267,0.38808139534883723
494,494,341,110,0.3225806451612903
495,495,667,246,0.36881559220389803
496,496,787,283,0.3595933926302414
497,497,720,276,0.38333333333333336
498,498,491,191,0.3890020366598778
499,499,135,0,0.0
500,500,1308,464,0.3547400611620795
501,501,975,378,0.38769230769230767
502,502,11662,5247,0.4499228262733665
503,503,1357,522,0.3846720707442889
504,504,235,80,0.3404255319148936
505,505,1085,405,0.37327188940092165
506,506,125,45,0.36
507,507,761,293,0.38501971090670173
508,508,820,304,0.37073170731707317
509,509,594,236,0.39730639730639733
510,510,1211,451,0.37241948802642444
511,511,454,199,0.43832599118942733
512,512,335,114,0.3402985074626866
513,513,229,69,0.30131004366812225
514,514,348,0,0.0
515,515,551,178,0.32304900181488205
516,516,1018,372,0.3654223968565815
517,517,606,245,0.4042904290429043
518,518,933,361,0.38692390139335475
519,519,8,0,0.0
520,520,382,126,0.3298429319371728
521,521,1386,556,0.40115440115440115
522,522,1245,480,0.3855421686746988
523,523,706,270,0.38243626062322944
524,524,376,132,0.35106382978723405
525,525,1079,413,0.3827618164967563
526,526,1278,481,0.3763693270735524
527,527,1065,431,0.40469483568075115
528,528,851,288,0.3384253819036428
529,529,4833,2063,0.4268570246223877
530,530,329,114,0.3465045592705167
531,531,8465,3333,0.39373892498523333
532,532,142,52,0.36619718309859156
533,533,480,172,0.35833333333333334
534,534,1512,567,0.375
535,535,30,11,0.36666666666666664
536,536,823,298,0.362089914945322
537,537,32,11,0.34375
538,538,205,76,0.37073170731707317
539,539,390,131,0.33589743589743587
540,540,842,344,0.4085510688836104
541,541,18,5,0.2777777777777778
542,542,845,302,0.357396449704142
543,543,82,25,0.3048780487804878
544,544,229,93,0.40611353711790393
545,545,909,310,0.341034103410341
546,546,372,146,0.3924731182795699
547,547,350,15,0.04285714285714286
548,548,277,100,0.36101083032490977
549,549,498,179,0.35943775100401604
550,550,696,252,0.3620689655172414
551,551,1484,583,0.39285714285714285
552,552,512,212,0.4140625
553,553,385,0,0.0
554,554,962,375,0.3898128898128898
555,555,46,22,0.4782608695652174
556,556,926,361,0.3898488120950324
557,557,203,68,0.33497536945812806
558,558,3522,1360,0.3861442362294151
559,559,285,108,0.37894736842105264
560,560,1002,367,0.3662674650698603
561,561,877,324,0.3694412770809578
562,562,68,31,0.45588235294117646
563,563,1875,799,0.4261333333333333
564,564,484,154,0.3181818181818182
565,565,339,120,0.35398230088495575
566,566,160,51,0.31875
567,567,11,0,0.0
568,568,442,173,0.3914027149321267
569,569,667,293,0.43928035982008995
570,570,2599,1010,0.3886110042323971
571,571,130,28,0.2153846153846154
572,572,198,75,0.3787878787878788
574,574,789,254,0.32192648922686945
575,575,191,74,0.387434554973822
576,576,268,97,0.3619402985074627
577,577,302,120,0.3973509933774834
578,578,56,23,0.4107142857142857
579,579,1102,424,0.38475499092558985
580,580,1,0,0.0
581,581,1668,646,0.3872901678657074
582,582,2120,973,0.4589622641509434
583,583,1164,406,0.3487972508591065
584,584,901,341,0.37846836847946724
585,585,362,0,0.0
586,586,428,189,0.441588785046729
587,587,32,9,0.28125
588,588,1192,414,0.34731543624161076
589,589,321,108,0.3364485981308411
590,590,1149,416,0.36205395996518713
591,591,402,168,0.417910447761194
592,592,0,0,
593,593,1509,555,0.36779324055666
594,594,1017,406,0.3992133726647001
595,595,519,195,0.37572254335260113
596,596,162,67,0.41358024691358025
597,597,922,381,0.41323210412147504
598,598,1368,513,0.375
599,599,322,118,0.36645962732919257
600,600,507,160,0.3155818540433925
601,601,605,227,0.3752066115702479
602,602,1182,441,0.3730964467005076
603,603,290,123,0.4241379310344828
604,604,993,324,0.32628398791540786
605,605,115,37,0.3217391304347826
606,606,3374,1478,0.43805572021339656
607,607,450,162,0.36
608,608,449,179,0.3986636971046771
609,609,972,373,0.3837448559670782
610,610,938,350,0.373134328358209
611,611,679,250,0.36818851251840945
612,612,444,172,0.38738738738738737
613,613,389,129,0.33161953727506427
614,614,28,1,0.03571428571428571
615,615,213,73,0.3427230046948357
616,616,92,25,0.2717391304347826
617,617,1056,447,0.42329545454545453
618,618,123,55,0.44715447154471544
619,619,220,85,0.38636363636363635
620,620,1711,698,0.40794856808883695
621,621,567,208,0.36684303350970016
622,622,7872,2917,0.3705538617886179
623,623,334,123,0.36826347305389223
624,624,187,81,0.43315508021390375
625,625,303,84,0.27722772277227725
626,626,919,29,0.031556039173014146
627,627,1322,525,0.397125567322239
628,628,275,91,0.33090909090909093
629,629,1098,443,0.4034608378870674
630,630,722,285,0.39473684210526316
631,631,808,335,0.4146039603960396
632,632,938,345,0.3678038379530917
633,633,491,183,0.3727087576374745
634,634,399,131,0.3283208020050125
635,635,273,123,0.45054945054945056
636,636,865,347,0.40115606936416187
637,637,316,124,0.3924050632911392
638,638,677,202,0.2983751846381093
639,639,1088,413,0.3795955882352941
640,640,163,64,0.39263803680981596
641,641,996,329,0.33032128514056225
642,642,1528,565,0.36976439790575916
643,643,1136,433,0.38116197183098594
644,644,1248,478,0.38301282051282054
645,645,2043,790,0.3866862457170827
646,646,587,239,0.4071550255536627
647,647,402,148,0.3681592039800995
648,648,432,155,0.3587962962962963
649,649,882,299,0.33900226757369617
650,650,96,0,0.0
651,651,1469,583,0.39686861810755614
652,652,189,84,0.4444444444444444
653,653,212,63,0.2971698113207547
654,654,168,67,0.39880952380952384
655,655,1161,505,0.43496985357450474
656,656,392,130,0.33163265306122447
657,657,794,334,0.42065491183879095
658,658,1100,426,0.38727272727272727
659,659,780,278,0.3564102564102564
660,660,1206,480,0.39800995024875624
661,661,205,82,0.4
662,662,343,87,0.2536443148688047
663,663,1134,467,0.41181657848324515
664,664,1913,704,0.3680083638264506
665,665,904,334,0.3694690265486726
666,666,291,16,0.054982817869415807
667,667,319,114,0.3573667711598746
668,668,530,176,0.3320754716981132
669,669,1057,398,0.37653736991485337
670,670,192,72,0.375
671,671,391,141,0.36061381074168797
672,672,333,116,0.3483483483483483
673,673,1115,428,0.38385650224215245
674,674,306,123,0.4019607843137255
675,675,210,89,0.4238095238095238
676,676,415,150,0.3614457831325301
677,677,1596,645,0.4041353383458647
678,678,1077,341,0.3166202414113278
679,679,132,44,0.3333333333333333
680,680,603,221,0.36650082918739635
681,681,4625,1629,0.35221621621621624
682,682,2369,967,0.40818910932883073
683,683,18,5,0.2777777777777778
684,684,1451,544,0.3749138525155066
685,685,351,122,0.3475783475783476
686,686,232,74,0.31896551724137934
687,687,2598,885,0.3406466512702079
688,688,462,153,0.33116883116883117
689,689,33,10,0.30303030303030304
690,690,1083,453,0.4182825484764543
691,691,684,288,0.42105263157894735
692,692,1113,439,0.394429469901168
693,693,901,365,0.4051054384017758
694,694,1592,629,0.3951005025125628
695,695,888,328,0.36936936936936937
696,696,1064,414,0.3890977443609023
697,697,162,61,0.3765432098765432
698,698,1137,461,0.405452946350044
699,699,425,137,0.32235294117647056
700,700,461,199,0.4316702819956616
701,701,32,10,0.3125
702,702,141,43,0.3049645390070922
703,703,1430,505,0.3531468531468531
704,704,50,19,0.38
705,705,530,201,0.37924528301886795
706,706,349,119,0.34097421203438394
707,707,175,61,0.3485714285714286
708,708,908,372,0.40969162995594716
709,709,592,207,0.34966216216216217
710,710,148,0,0.0
711,711,1396,549,0.39326647564469913
712,712,129,51,0.3953488372093023
713,713,307,132,0.42996742671009774
714,714,1477,540,0.36560595802301965
715,715,452,156,0.34513274336283184
716,716,1937,819,0.4228187919463087
717,717,239,76,0.3179916317991632
718,718,485,201,0.4144329896907217
719,719,783,339,0.4329501915708812
720,720,1106,344,0.31103074141048825
721,721,328,120,0.36585365853658536
722,722,419,148,0.3532219570405728
723,723,410,161,0.3926829268292683
724,724,1885,705,0.3740053050397878
725,725,10,3,0.3
726,726,1041,386,0.37079731027857826
727,727,145,48,0.3310344827586207
728,728,130,44,0.3384615384615385
729,729,921,301,0.3268186753528773
730,730,382,151,0.39528795811518325
731,731,491,196,0.39918533604887985
732,732,186,74,0.3978494623655914
733,733,1353,484,0.35772357723577236
734,734,212,67,0.3160377358490566
735,735,822,305,0.3710462287104623
736,736,1650,644,0.3903030303030303
737,737,615,237,0.3853658536585366
738,738,2183,823,0.37700412276683465
739,739,268,102,0.3805970149253731
740,740,825,307,0.37212121212121213
741,741,298,111,0.3724832214765101
742,742,1110,421,0.3792792792792793
743,743,312,125,0.40064102564102566
744,744,860,324,0.3767441860465116
745,745,607,231,0.3805601317957166
746,746,201,55,0.2736318407960199
747,747,1508,551,0.36538461538461536
748,748,123,42,0.34146341463414637
749,749,1153,440,0.38161318300086733
750,750,494,192,0.38866396761133604
751,751,1329,493,0.3709556057185854
752,752,579,213,0.36787564766839376
753,753,134,48,0.3582089552238806
754,754,2375,988,0.416
755,755,57,19,0.3333333333333333
756,756,305,120,0.39344262295081966
757,757,1108,399,0.3601083032490975
758,758,117,42,0.358974358974359
759,759,1332,460,0.34534534534534533
760,760,1104,476,0.4311594202898551
761,761,1424,530,0.37219101123595505
762,762,417,170,0.407673860911271
763,763,169,57,0.33727810650887574
764,764,1204,443,0.36794019933554817
765,765,1049,394,0.3755958055290753
766,766,808,288,0.3564356435643564
767,767,3542,1309,0.3695652173913043
768,768,140,31,0.22142857142857142
769,769,1450,535,0.3689655172413793
770,770,1617,629,0.38899196042053186
771,771,2191,954,0.43541761752624375
772,772,339,141,0.415929203539823
773,773,162,53,0.3271604938271605
774,774,1097,0,0.0
775,775,915,291,0.3180327868852459
776,776,709,274,0.38645980253878703
777,777,477,157,0.32914046121593293
778,778,35,17,0.4857142857142857
779,779,864,331,0.38310185185185186
780,780,43,18,0.4186046511627907
781,781,240,87,0.3625
782,782,910,339,0.37252747252747254
783,783,278,119,0.42805755395683454
784,784,1639,646,0.3941427699816962
785,785,1022,384,0.37573385518590996
786,786,1,0,0.0
787,787,450,172,0.38222222222222224
788,788,316,106,0.33544303797468356
789,789,221,82,0.37104072398190047
790,790,668,261,0.3907185628742515
791,791,17,8,0.47058823529411764
792,792,119,39,0.3277310924369748
793,793,507,208,0.41025641025641024
794,794,412,163,0.39563106796116504
795,795,1448,513,0.35428176795580113
796,796,1181,478,0.40474174428450466
797,797,438,160,0.365296803652968
798,798,874,343,0.39244851258581237
799,799,76,26,0.34210526315789475
800,800,102,40,0.39215686274509803
801,801,1637,646,0.3946243127672572
802,802,1483,572,0.3857046527309508
803,803,502,210,0.41832669322709165
804,804,653,244,0.37366003062787134
805,805,416,5,0.01201923076923077
806,806,644,239,0.37111801242236025
807,807,381,123,0.3228346456692913
808,808,651,196,0.3010752688172043
809,809,541,207,0.3826247689463956
810,810,1250,515,0.412
811,811,88,24,0.2727272727272727
812,812,1072,439,0.40951492537313433
813,813,32,9,0.28125
814,814,952,356,0.3739495798319328
815,815,321,109,0.3395638629283489
816,816,723,269,0.37206085753803597
817,817,493,197,0.3995943204868154
818,818,1132,474,0.41872791519434627
819,819,30,10,0.3333333333333333
820,820,841,301,0.3579072532699168
821,821,769,298,0.38751625487646296
822,822,943,363,0.38494167550371156
823,823,356,114,0.3202247191011236
824,824,399,123,0.3082706766917293
825,825,401,152,0.3790523690773067
826,826,335,138,0.41194029850746267
827,827,257,68,0.26459143968871596
828,828,1040,376,0.36153846153846153
